booking_date,arrival_date,lead_time,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled,lead_bin,season,agent_group,guests_bin,weekend_bin,market_segment,customer_type
2016-03-19,2016-08-11,145,191.0,0,1,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-25,2016-08-11,139,231.5,1,3,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-03-25,2016-08-11,139,231.5,1,3,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-09-14,2016-08-11,332,190.0,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-09-08,2016-08-11,338,210.86,2,5,1,181d+,summer,240,4+,up to half,Online TA,Transient
2016-01-27,2016-08-11,197,103.7,2,5,1,181d+,summer,other,0-1,up to half,Offline TA/TO,Transient
2016-01-25,2016-08-11,199,100.8,2,5,1,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2015-12-16,2016-08-11,239,126.0,4,10,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-10-13,2016-08-12,304,216.0,0,1,0,181d+,summer,240,4+,none,Online TA,Transient
2016-03-13,2016-08-12,152,259.0,0,2,1,91-180d,summer,240,4+,none,Online TA,Transient
2016-03-27,2016-08-12,138,249.0,1,2,1,91-180d,summer,240,3,up to half,Online TA,Transient
2016-03-27,2016-08-12,138,214.0,1,2,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-09-04,2016-08-12,343,205.0,3,7,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-10-26,2016-08-12,291,195.3,2,6,1,181d+,summer,242,2,up to half,Online TA,Transient
2016-03-26,2016-08-13,140,259.0,1,1,1,91-180d,summer,240,3,up to half,Online TA,Transient
2016-03-26,2016-08-13,140,191.0,1,1,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-09-03,2016-08-13,345,113.4,2,2,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-08-19,2016-08-13,360,113.4,2,2,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-08-31,2016-08-13,348,113.4,2,3,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-02-29,2016-08-13,166,170.0,2,3,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-29,2016-08-13,166,170.0,2,3,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-03-04,2016-08-13,162,235.57,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-03-04,2016-08-13,162,189.0,2,5,1,91-180d,summer,250,4+,up to half,Direct,Transient
2016-02-26,2016-08-13,169,154.64,2,6,1,91-180d,summer,241,2,up to half,Online TA,Transient
2016-03-25,2016-08-13,141,179.0,2,6,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-26,2016-08-13,169,141.6,2,6,1,91-180d,summer,314,2,up to half,Offline TA/TO,Transient
2016-01-15,2016-08-14,212,140.0,4,10,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-15,2016-08-14,212,160.0,4,10,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-15,2016-08-14,212,140.0,4,10,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-15,2016-08-14,212,131.0,4,10,1,181d+,summer,240,0-1,up to half,Online TA,Transient
2016-01-15,2016-08-14,212,140.0,4,10,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-10-29,2016-08-15,291,126.0,1,2,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-10-29,2016-08-15,291,126.0,1,2,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-10-29,2016-08-15,291,126.0,1,2,0,181d+,summer,240,2,up to half,Online TA,Transient
2015-10-29,2016-08-15,291,236.67,1,2,0,181d+,summer,240,4+,up to half,Online TA,Transient
2015-10-29,2016-08-15,291,126.0,1,2,0,181d+,summer,240,2,up to half,Online TA,Transient
2016-03-14,2016-08-15,154,259.0,1,3,1,91-180d,summer,240,4+,up to half,Online TA,Transient
2015-09-02,2016-08-15,348,140.16,1,3,0,181d+,summer,242,3,up to half,Online TA,Transient
2016-02-22,2016-08-15,175,172.0,1,4,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-22,2016-08-15,175,160.0,1,4,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-23,2016-08-15,205,157.25,1,4,1,181d+,summer,250,2,up to half,Direct,Transient
2016-01-06,2016-08-15,222,144.61,1,5,1,181d+,summer,6,3,up to half,Offline TA/TO,Transient-Party
2016-01-06,2016-08-15,222,161.55,1,5,1,181d+,summer,6,2,up to half,Offline TA/TO,Transient-Party
2016-01-28,2016-08-15,200,110.32,2,5,1,181d+,summer,6,3,up to half,Offline TA/TO,Transient-Party
2015-12-19,2016-08-15,240,113.05,2,5,1,181d+,summer,250,2,up to half,Direct,Transient
2016-03-19,2016-08-15,149,209.71,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-12-19,2016-08-15,240,113.05,2,5,1,181d+,summer,250,2,up to half,Direct,Transient
2016-03-02,2016-08-15,166,188.14,2,5,1,91-180d,summer,250,2,up to half,Direct,Transient
2016-01-27,2016-08-15,201,140.0,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-02-01,2016-08-15,196,201.25,2,5,1,181d+,summer,none,3,up to half,Direct,Transient
2016-03-22,2016-08-15,146,209.71,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-03-10,2016-08-15,158,170.0,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-28,2016-08-15,200,124.2,2,5,1,181d+,summer,6,2,up to half,Offline TA/TO,Transient-Party
2016-03-27,2016-08-16,142,179.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2015-10-29,2016-08-16,292,230.0,0,3,1,181d+,summer,240,4+,none,Online TA,Transient
2015-10-28,2016-08-16,293,126.0,0,3,1,181d+,summer,240,2,none,Online TA,Transient
2016-03-14,2016-08-16,155,258.0,0,4,1,91-180d,summer,240,2,none,Online TA,Transient
2016-02-15,2016-08-16,183,115.2,0,4,1,181d+,summer,314,2,none,Offline TA/TO,Transient
2016-03-02,2016-08-16,167,131.0,0,5,1,91-180d,summer,196,3,none,Offline TA/TO,Transient
2016-03-01,2016-08-16,168,212.0,1,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-12-15,2016-08-16,245,170.0,2,8,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-02-03,2016-08-16,195,124.2,2,8,1,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-03-26,2016-08-16,143,286.79,4,10,1,91-180d,summer,240,4+,up to half,Online TA,Transient
2016-03-26,2016-08-16,143,177.79,4,10,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-03-26,2016-08-16,143,177.79,4,10,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-12,2016-08-17,187,143.1,1,4,1,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-03-26,2016-08-17,144,176.0,2,4,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-26,2016-08-17,173,174.0,2,8,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-19,2016-08-17,180,143.1,3,9,1,91-180d,summer,other,2,up to half,Offline TA/TO,Transient
2016-03-06,2016-08-18,165,237.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-06,2016-08-18,165,222.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-06,2016-08-18,165,222.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-06,2016-08-18,165,222.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-06,2016-08-18,165,237.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-06,2016-08-18,165,237.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-22,2016-08-18,149,256.75,1,3,1,91-180d,summer,240,4+,up to half,Online TA,Transient
2016-03-06,2016-08-18,165,222.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2016-03-06,2016-08-18,165,288.0,0,3,1,91-180d,summer,240,3,none,Online TA,Transient
2016-03-06,2016-08-18,165,222.0,0,3,1,91-180d,summer,240,2,none,Online TA,Transient
2015-08-24,2016-08-18,360,59.8,4,10,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2016-03-13,2016-08-19,159,259.0,0,2,1,91-180d,summer,240,4+,none,Online TA,Transient
2015-09-26,2016-08-19,328,120.1,2,2,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2016-02-27,2016-08-19,174,180.0,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-03-06,2016-08-19,166,203.89,2,7,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-11-05,2016-08-19,288,117.19,2,5,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-03-22,2016-08-20,151,194.5,1,1,1,91-180d,summer,242,2,up to half,Online TA,Transient
2016-02-12,2016-08-20,190,144.0,2,3,1,181d+,summer,other,3,up to half,Offline TA/TO,Transient
2016-01-06,2016-08-20,227,126.0,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-02-17,2016-08-20,185,185.0,2,5,1,181d+,summer,250,2,up to half,Direct,Transient
2016-02-29,2016-08-20,173,172.0,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-12-15,2016-08-20,249,140.4,4,6,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-02-09,2016-08-20,193,122.4,4,6,1,181d+,summer,250,2,up to half,Direct,Transient
2016-01-15,2016-08-20,218,91.55,4,10,1,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-03-09,2016-08-21,165,170.0,2,0,1,91-180d,summer,240,2,over half,Online TA,Transient
2016-02-03,2016-08-21,200,175.0,2,4,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-03-07,2016-08-21,167,180.57,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2015-10-21,2016-08-21,305,161.0,2,5,1,181d+,summer,314,3,up to half,Offline TA/TO,Transient
2015-08-20,2016-08-21,367,70.0,4,10,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2015-08-20,2016-08-21,367,57.8,4,10,0,181d+,summer,other,2,up to half,Offline TA/TO,Contract
2015-12-07,2016-08-22,259,126.0,1,2,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-12,2016-08-22,223,126.0,1,4,1,181d+,summer,240,3,up to half,Online TA,Transient
2015-10-21,2016-08-22,306,198.0,1,5,1,181d+,summer,240,4+,up to half,Online TA,Transient
2016-02-12,2016-08-22,192,195.0,3,6,1,181d+,summer,240,3,up to half,Online TA,Transient
2015-09-04,2016-08-22,353,192.0,3,6,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-03-31,2016-08-22,144,200.57,2,5,1,91-180d,summer,240,3,up to half,Online TA,Transient
2016-01-25,2016-08-22,210,149.18,3,8,1,181d+,summer,240,0-1,up to half,Online TA,Transient
2016-01-25,2016-08-22,210,192.73,3,8,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-02-06,2016-08-23,199,131.0,0,3,1,181d+,summer,250,0-1,none,Direct,Transient
2015-11-05,2016-08-23,292,126.0,0,4,1,181d+,summer,240,2,none,Online TA,Transient
2015-10-29,2016-08-23,299,144.0,0,4,1,181d+,summer,240,2,none,Online TA,Transient
2015-11-05,2016-08-23,292,169.5,0,4,0,181d+,summer,240,2,none,Online TA,Transient
2016-03-02,2016-08-23,174,224.0,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-12,2016-08-24,225,126.0,0,4,1,181d+,summer,240,2,none,Online TA,Transient
2016-01-05,2016-08-26,234,119.0,0,2,1,181d+,summer,250,2,none,Direct,Transient
2016-01-05,2016-08-26,234,119.0,0,2,1,181d+,summer,250,2,none,Direct,Transient
2016-03-18,2016-08-26,161,178.67,1,2,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-01-11,2016-08-26,228,240.0,2,2,1,181d+,summer,240,4+,up to half,Online TA,Transient
2016-03-15,2016-08-26,164,232.25,2,6,1,91-180d,summer,240,4+,up to half,Online TA,Transient
2015-08-19,2016-08-26,373,85.3,3,7,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2016-02-23,2016-08-26,185,166.14,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-03-02,2016-08-27,178,209.5,2,4,1,91-180d,summer,240,3,up to half,Online TA,Transient
2016-01-21,2016-08-27,219,91.55,2,5,1,181d+,summer,other,2,up to half,Offline TA/TO,Transient-Party
2016-01-15,2016-08-27,225,82.29,2,5,1,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-15,2016-08-27,225,114.29,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-21,2016-08-27,219,91.55,2,5,1,181d+,summer,other,2,up to half,Offline TA/TO,Transient-Party
2016-01-27,2016-08-27,213,178.28,2,5,1,181d+,summer,196,3,up to half,Offline TA/TO,Transient
2016-02-03,2016-08-27,206,99.63,2,6,1,181d+,summer,196,2,up to half,Offline TA/TO,Transient-Party
2016-03-08,2016-08-27,172,234.0,2,6,1,91-180d,summer,240,3,up to half,Online TA,Transient
2016-02-03,2016-08-27,206,99.63,2,6,1,181d+,summer,196,2,up to half,Offline TA/TO,Transient-Party
2016-01-21,2016-08-27,219,134.0,4,6,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-08-19,2016-08-27,374,85.3,4,10,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2016-01-15,2016-08-28,226,102.0,2,0,1,181d+,summer,250,2,over half,Direct,Transient
2016-02-02,2016-08-28,208,122.86,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-09-30,2016-08-28,333,79.5,2,5,1,181d+,summer,240,0-1,up to half,Online TA,Transient
2015-10-05,2016-08-28,328,170.0,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-09-30,2016-08-28,333,86.79,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2015-09-30,2016-08-28,333,86.79,2,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-03-14,2016-08-29,168,241.75,1,3,1,91-180d,summer,240,4+,up to half,Online TA,Transient
2015-12-27,2016-08-29,246,97.2,1,4,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-06,2016-08-29,236,135.0,1,5,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-01-20,2016-08-29,222,109.3,2,5,0,181d+,summer,315,2,up to half,Offline TA/TO,Transient
2016-03-22,2016-08-29,160,197.14,2,5,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-15,2016-08-29,196,121.47,2,5,1,181d+,summer,314,2,up to half,Offline TA/TO,Transient
2015-11-09,2016-08-29,294,142.1,2,5,1,181d+,summer,315,2,up to half,Offline TA/TO,Transient
2015-10-20,2016-08-29,314,68.61,3,8,0,181d+,summer,40,2,up to half,Offline TA/TO,Transient
2015-07-20,2016-08-29,406,55.68,3,9,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-07-20,2016-08-29,406,85.88,3,9,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-07-20,2016-08-29,406,82.88,3,9,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-07-20,2016-08-29,406,88.4,4,10,1,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-07-20,2016-08-29,406,88.4,4,10,1,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-12-05,2016-08-30,269,201.8,0,5,1,181d+,summer,242,3,none,Online TA,Transient
2016-02-25,2016-08-30,187,149.33,1,5,1,181d+,summer,240,3,up to half,Online TA,Transient
2016-01-13,2016-08-30,230,145.8,2,5,1,181d+,summer,242,2,up to half,Online TA,Transient
2016-01-20,2016-08-30,223,0.0,2,8,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-07-27,2016-08-30,400,57.68,2,8,0,181d+,summer,40,2,up to half,Offline TA/TO,Contract
2015-10-09,2016-08-30,326,71.4,2,8,0,181d+,summer,314,0-1,up to half,Offline TA/TO,Transient
2015-09-25,2016-08-30,340,57.8,2,8,0,181d+,summer,40,2,up to half,Offline TA/TO,Transient
2015-10-20,2016-08-30,315,81.9,4,10,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-08-31,239,82.88,0,4,1,181d+,summer,250,2,none,Direct,Transient
2016-01-12,2016-08-31,232,111.94,2,6,1,181d+,summer,240,2,up to half,Online TA,Transient
2016-03-22,2016-08-31,162,141.33,2,7,1,91-180d,summer,240,2,up to half,Online TA,Transient
2016-02-19,2016-08-31,194,86.46,4,10,0,181d+,summer,other,2,up to half,Offline TA/TO,Transient
2015-10-09,2016-08-31,327,117.48,4,10,0,181d+,summer,none,2,up to half,Offline TA/TO,Transient
2015-09-21,2016-09-01,346,81.0,0,1,1,181d+,autumn,240,2,none,Online TA,Transient
2015-09-21,2016-09-01,346,81.0,0,1,1,181d+,autumn,240,2,none,Online TA,Transient
2015-09-21,2016-09-01,346,72.9,0,1,1,181d+,autumn,240,0-1,none,Online TA,Transient
2016-01-06,2016-09-01,239,145.0,1,3,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2016-01-22,2016-09-01,223,153.0,2,3,0,181d+,autumn,250,2,up to half,Direct,Transient
2015-12-27,2016-09-01,249,81.0,2,4,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2016-01-19,2016-09-01,226,157.0,2,5,1,181d+,autumn,250,2,up to half,Direct,Transient
2016-01-27,2016-09-01,218,100.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-16,2016-09-01,169,139.5,2,5,1,91-180d,autumn,other,3,up to half,Offline TA/TO,Transient
2016-01-19,2016-09-01,226,145.0,2,5,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2016-03-27,2016-09-01,158,139.0,2,6,1,91-180d,autumn,240,2,up to half,Online TA,Transient
2015-09-22,2016-09-01,345,145.0,2,7,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2015-11-03,2016-09-01,303,81.0,3,8,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-08-19,2016-09-01,379,57.8,3,8,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-11-24,2016-09-01,282,81.0,4,8,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-11-03,2016-09-01,303,90.06,4,10,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-01-22,2016-09-01,223,90.1,4,10,1,181d+,autumn,243,2,up to half,Offline TA/TO,Contract
2016-01-22,2016-09-01,223,90.1,4,10,1,181d+,autumn,243,2,up to half,Offline TA/TO,Contract
2016-01-22,2016-09-01,223,57.8,4,10,1,181d+,autumn,243,2,up to half,Offline TA/TO,Contract
2015-07-30,2016-09-01,399,57.54,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2015-11-24,2016-09-01,282,81.0,4,10,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-05,2016-09-01,332,70.0,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-09-02,241,108.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-02-10,2016-09-02,205,161.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-30,2016-09-02,156,98.0,2,5,1,91-180d,autumn,171,2,up to half,Offline TA/TO,Transient
2015-10-22,2016-09-02,316,88.2,2,5,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2015-12-12,2016-09-02,265,100.0,2,5,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2015-10-23,2016-09-02,315,64.8,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2015-10-23,2016-09-02,315,86.4,2,5,1,181d+,autumn,314,2,up to half,Offline TA/TO,Transient
2015-09-22,2016-09-02,346,59.8,2,5,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-10-23,2016-09-02,315,86.4,2,5,0,181d+,autumn,314,2,up to half,Offline TA/TO,Transient
2015-10-16,2016-09-02,322,90.8,2,5,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2015-12-12,2016-09-02,265,101.43,2,5,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-03-30,2016-09-02,156,98.0,2,5,1,91-180d,autumn,171,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-09-02,241,90.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-12-12,2016-09-02,265,100.0,2,5,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-01-05,2016-09-02,241,90.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-23,2016-09-02,315,64.8,2,5,1,181d+,autumn,115,2,up to half,Offline TA/TO,Transient
2015-09-07,2016-09-02,361,57.8,2,5,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-12-16,2016-09-03,262,81.0,2,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-12-16,2016-09-03,262,81.0,2,2,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-10-30,2016-09-03,309,65.61,2,4,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2016-01-14,2016-09-03,233,66.6,2,5,1,181d+,autumn,196,3,up to half,Offline TA/TO,Transient
2015-09-28,2016-09-03,341,87.8,2,5,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2016-01-12,2016-09-03,235,108.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-11-04,2016-09-03,304,120.0,3,6,0,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-18,2016-09-04,170,101.68,2,3,1,91-180d,autumn,241,2,up to half,Online TA,Transient
2016-03-18,2016-09-04,170,107.2,2,3,1,91-180d,autumn,other,2,up to half,Offline TA/TO,Transient
2016-01-11,2016-09-04,237,89.3,2,3,1,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2015-10-10,2016-09-04,330,95.16,2,4,0,181d+,autumn,242,3,up to half,Online TA,Transient
2016-01-22,2016-09-04,226,52.7,2,5,1,181d+,autumn,243,0-1,up to half,Offline TA/TO,Contract
2016-03-24,2016-09-04,164,240.6,2,5,1,91-180d,autumn,250,4+,up to half,Direct,Transient
2016-01-18,2016-09-04,230,155.0,2,5,1,181d+,autumn,240,4+,up to half,Online TA,Transient
2016-03-17,2016-09-04,171,139.0,2,5,1,91-180d,autumn,240,2,up to half,Online TA,Transient
2015-11-26,2016-09-04,283,64.8,2,5,1,181d+,autumn,6,2,up to half,Offline TA/TO,Transient
2015-09-23,2016-09-04,347,54.5,4,6,0,181d+,autumn,40,0-1,up to half,Offline TA/TO,Contract
2015-08-28,2016-09-04,373,105.02,4,6,0,181d+,autumn,none,2,up to half,Offline TA/TO,Transient
2015-09-09,2016-09-04,361,108.91,4,6,1,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2015-09-23,2016-09-04,347,83.3,4,6,1,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-10-21,2016-09-05,320,161.75,1,2,0,181d+,autumn,250,4+,up to half,Direct,Transient
2016-01-26,2016-09-05,223,100.0,1,4,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-06,2016-09-05,183,122.0,1,5,1,181d+,autumn,240,0-1,up to half,Online TA,Transient
2016-03-01,2016-09-05,188,150.6,1,5,1,181d+,autumn,250,0-1,up to half,Direct,Transient
2016-03-06,2016-09-05,183,146.0,1,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-03-06,2016-09-05,183,146.0,1,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-11-06,2016-09-05,304,81.0,3,5,0,181d+,autumn,240,3,up to half,Online TA,Transient
2015-09-07,2016-09-05,364,94.0,3,7,1,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2016-02-15,2016-09-05,203,118.0,3,7,1,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2015-10-03,2016-09-05,338,96.0,3,7,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2016-01-14,2016-09-05,235,90.0,3,8,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-11-09,2016-09-05,301,130.5,4,10,0,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2015-11-09,2016-09-05,301,77.85,4,10,0,181d+,autumn,315,2,up to half,Offline TA/TO,Transient
2016-03-22,2016-09-06,168,166.0,0,1,1,91-180d,autumn,240,2,none,Online TA,Transient
2016-02-02,2016-09-06,217,100.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-08,2016-09-06,242,81.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-09-18,2016-09-06,354,142.55,2,6,0,181d+,autumn,none,2,up to half,Offline TA/TO,Transient
2015-11-06,2016-09-06,305,62.9,2,8,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2016-01-15,2016-09-06,235,99.17,2,10,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-09-25,2016-09-07,348,87.8,2,5,0,181d+,autumn,40,2,up to half,Offline TA/TO,Transient
2015-10-29,2016-09-07,314,90.0,2,7,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-02-12,2016-09-07,208,134.0,2,5,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-08-19,2016-09-07,385,78.36,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-09-18,2016-09-07,355,92.9,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2016-02-03,2016-09-08,218,120.0,1,3,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-11-20,2016-09-08,293,90.0,2,3,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-08,2016-09-08,244,90.0,2,4,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-09-11,2016-09-08,363,112.48,2,5,0,181d+,autumn,241,2,up to half,Online TA,Transient
2015-09-14,2016-09-08,360,120.0,2,6,1,181d+,autumn,240,2,up to half,Online TA,Transient
2016-01-11,2016-09-08,241,118.0,2,8,1,181d+,autumn,240,2,up to half,Online TA,Transient
2015-09-16,2016-09-08,358,53.85,4,10,0,181d+,autumn,40,2,up to half,Offline TA/TO,Contract
2015-11-02,2016-09-08,311,85.11,4,10,1,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
2016-01-20,2016-09-09,233,0.0,0,0,0,181d+,autumn,315,2,none,Offline TA/TO,Transient
2016-01-19,2016-09-09,234,58.32,1,2,1,181d+,autumn,314,0-1,up to half,Offline TA/TO,Transient
2015-10-12,2016-09-09,333,51.85,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Contract
2016-03-30,2016-09-09,163,98.0,2,5,1,91-180d,autumn,171,2,up to half,Offline TA/TO,Transient
2016-02-04,2016-09-10,219,115.0,0,1,1,181d+,autumn,250,2,none,Direct,Transient
2016-02-04,2016-09-10,219,115.0,0,1,1,181d+,autumn,250,2,none,Direct,Transient
2016-02-04,2016-09-10,219,115.0,0,1,1,181d+,autumn,250,2,none,Direct,Transient
2016-02-04,2016-09-10,219,115.0,0,1,1,181d+,autumn,250,2,none,Direct,Transient
2016-01-26,2016-09-10,228,61.2,2,2,1,181d+,autumn,96,2,up to half,Offline TA/TO,Transient
2015-11-04,2016-09-10,311,73.95,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2015-10-08,2016-09-10,338,75.95,2,5,0,181d+,autumn,other,2,up to half,Offline TA/TO,Transient
2016-02-09,2016-09-10,214,85.62,2,5,1,181d+,autumn,8,2,up to half,Offline TA/TO,Transient
2015-11-10,2016-09-10,305,74.72,4,6,0,181d+,autumn,171,2,up to half,Offline TA/TO,Transient
